"Location","Pointers","Byte Count","String Value","New String Value"
"eb7bc","13C15C","599","@b24011@c04はっはっはっはっ！！@p@m06@b17017@c11む…なにやつじゃ！@p@b1799@c06誰だ！なぜ笑う！@p@c04俺の名はＣマン！@n今日より平民層のクリエイターになった！@p@c04後学の為にと言われて、@n今のプレゼンを聞いていたが…@n話にならないぜ。@p@c04でたらめも良いところだ。@nそんな調子じゃ、たとえ企画が良くても、@n通るわけがない。@p@c06なんだとぉ！@p@c13新人のくせに生意気な！@n貴様っ、それだけの自信があるのだろうな！@p@c04もちろんだ。お前たちとは比べものにならない@nプレゼンを見せてやる！@p@b01087@c00そんな、Ｃマンったら、言い過ぎだよ…@p@b0199@c04こいつら、これくらい言わないと分からないのさ！@p@b2499@a30","@b24011@c04Hahahahaha!!@p@m06@b17017@c11Who dares to interrupt?!@p@b1799@c06Who are you?!@nWhy are you laughing?!@p@c04My name is C-Man!@pAs of today, I'm a developer in@nthe Commoner Class!@pI was told to observe and learn,@nso I listened to your pitch just@nnow...@p...And it's a complete joke.@nIt's total nonsense.@pAt this rate, even if your pitch@nwas good, there's no way it@nwould get approved.@p@c06What did you say?!@p@c13How arrogant for a newbie!@nYou are overly confident in@nyourself!@p@c04Of course!@nI'll show you a pitch that's on@nanother level!@p@b01087@c00C-Man, that's too much...@p@b0199@c04These guys won't get it unless@nI say it like that!@p@b2499@a30"
"eba14","13C164","40","@c06うぬぬぬぬ…@p@a30@c13うぬぬぬぬ…@p","@c06Grrr...@p@a30@c13Grrrr...@p"
"eba40","13C16C","379","@b01077@c00ちょっと、失礼だよＣマン。@p@b01087@c00…なんだか、急にとげとげしくなったなあ。@p@b24021@c04すまないな、@xa。@nだが、これからの俺は、こういうやり方で行く。@n…俺は、一歩でも立ち止まってはいけないんだ。@k@n貧民層長……@n俺は、あの人が嫌いではなかったのだから…@p@b01017@c00Ｃマン…@nそんなこと言ったって…とてもプレゼンを@nやらせてもらえる雰囲気じゃ…@p@b0199@b2499@m07","@b01077@c00That was a bit rude, C-Man.@p@b01087@c00...He suddenly got really@nprickly.@p@b24021@c04Sorry, @xa.@nBut from now on, this is how I'm@ndoing things.@pI can't afford to stop, even for@na moment.@pThe Poor Class chief...@nIt's not like I hated him...@p@b01017@c00C-Man...@nEven if you say that...@nIt doesn't feel like they're@k@ngoing to let us present...@p@b0199@b2499@m07"
"ebbbc","13C174","173","@b17017@c11ふほっ、ふほっ、ふほっ。@n面白いのう、面白いのう。@nお前たち、イキが良いのう。@p@c11よし、では、次の企画会議は、お前たち二人に@nやらせてみるとしようかの。@p@b1799","@b17017@c11Huff, huff, huff.@nHow amusing, how amusing.@nYou two have great energy.@p@c11Well, then.@nFor the next project meeting,@nlet's have you two lead it.@p@b1799"
"ebc6c","13C17C","294","@c06そ、そんな…@p@c13それでは、俺たちのプレゼンは…@p@b17017@c11後じゃ後じゃ。どうせまとまりきれんのだ。@nならば、この者たちに、企画をまとめさせてみよ。@nのう、お前たち二人？@c11特にそなた。@p@b01071@c00え…僕ですか？@p@b0199@c11そう。そなた、プロジェクト・セガガガからの@n使者であろう？@p@a14","@c06N-No way...@p@c13What about our pitch...?@p@b17017@c11It can wait, it can wait.@nYou wouldn't be able to organize@nit properly, regardless.@pLet's let have these two put@ntogether a pitch instead.@pWell, what do you say, you two?@pEspecially you.@p@b01071@c00Me?@p@b0199@c11That's right.@nYou're the messenger from@nSegagaga, aren't you?@p@a14"
"ebd94","13C184","751","@b01011@c00はい、そうですが…@p@bm001@c11わしは、偉くなる可能性のある者のことは@n全てチェックしてるでの。お前がそこのもう一人と@nともに、企画をまとめてみせよ。@k@nしからば、ここより上の富豪層への道を、@n都合してやってもよいぞ。@p@b1799@b01071@c00本当ですか！@p@bm001@b0199@b24011@c04お、俺もお願いします！@p@b0199@b2499@b17017@c11むろんじゃ。@nただし、企画がみとめられれば、@nわしの指示で進めてもらうがの。@p@c11わしがプロデューサーというわけじゃ。@nわしが予算を手に入れてきてやるのだから、@p@c11当然じゃろうてな？@n皆の者も、それでよいなぁ？@p@b1799@c06は…@p@c13むむ…@p@c06了解しまして…@p@c06くそ…邪魔してやる…@p@b17017@c11では、今回の企画会議はこれにて終了とする。@nこれも、良き余興じゃて、@nほっ、ほっ、ほっ、ほっ。@p@b0199@b2499@b1799@a-1@m03","@b01011@c00Yeah, that's right...@p@bm001@c11I keep an eye on anyone who has@nthe potential to rise in power.@pPut together a project proposal.@pIf you can, I might just arrange@na path for you to move up to@nthe Elite Class.@p@b1799@b01071@c00Really?!@p@bm001@b0199@b24011@c04I-I'd like to be included, too!@p@b0199@b2499@b17017@c11Of course.@pHowever, if the project is@napproved, you will follow my@ninstructions.@pIn other words, I'll be the@nproducer.@pSince I'll be securing the@nbudget for you, it's only@nnatural, isn't it?@pWell, are we in agreement?@p@b1799@c06Uh...@p@c13Hmph...@p@c06Understood...@p@c06Damn...I'll sabotage them...@p@b17017@c11This concludes today's project@nmeeting.@pWhat an amusing little sideshow.@nHo, ho, ho, ho.@p@b0199@b2499@b1799@a-1@m03"
"ec084","13C18C","317","@b24021@c04プレゼンか…。@nよし、俺は俺の企画を通してやる。お前は？@p@b01017@c00僕は、言われた通り、みなさんのアイディアを@nまとめるよ。@p@b0199@b24011@c04そうか…気を付けろよ。@nどうせ、一人よがりなアイディアばかりだ。@p@c04それに、アイディアを素直に渡してくれるとは@n限らない…@p@c04まあ、頑張ろうな。@p@b0199@b2499","@b24021@c04A pitch, huh...@pI'm going to pitch my own@nproject. What about you?@p@b01017@c00I'll do as I'm told and gather@neveryone's ideas.@p@b0199@b24011@c04I see...be careful.@nMost of them will probably be@nreally self-indulgent ideas.@pAnd there's no guarantee they'll@nwillingly hand over their@nideas...@pWell, let's do our best!@p@b0199@b2499"
"ec1c4","13C194","108","@c06せちがらい世の中にこそ、純愛が必要なんだ！@p@c05コンセプトキーワード@n@c06「純愛」@c05を入手した！@p@a07","@c06In this harsh world, pure love@nis needed!@p@c05Concept@n@c06""Pure Love""@c05 aquired!@p@a07"
"ec234","13C19C","200","@c06でも…あの富豪層長、とある恋愛育成ゲームで@n男性にコクられてから…あの手のゲームを@n毛嫌いしてるって話しを聞いたなぁ。@p@c00この人からは@c05「純愛」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06But...I heard that the Elite@nClass chief starting hating@nromance sims ever since a guy@k@nconfessed his love to him in@none...@p@c00I got the concept @c05""Pure Love""@n@c00from this person, right...?@p"
"ec300","13C1A4","46","@c13タダで俺のアイデアをもらおうってのか！？@p","@c13Think you can have my idea for@nfree?!@p"
"ec330","13C1AC","106","@c13創造と破壊…気持いいのは…破壊だよなぁ…@p@c05コンセプトキーワード@n@c06「破壊」@c05を入手した！@p@a07","@c13Creation and destruction...@nThe satisfying part is...@ndestruction, right?@p@c05Concept@n@c06""Destruction""@c05 acquired!@p@a07"
"ec39c","13C1B4","150","@c13過激なコンセプトは、@nおじいちゃんとかおばあちゃんには向かないかな…@p@c00この人からは@c05「破壊」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13An extreme concept like this@nmight not be suitable for the@nelderly...@p@c00I got the concept @c05""Destruction""@n@c00from this person, right?@p"
"ec434","13C1BC","116","@c06モラルに反する事に人は興味を持つものですよね。@p@c05コンセプトキーワード@n@c06「血みどろ」@c05を入手した！@p@a07","@c06People are naturally drawn to@nthings that run counter to@nmorality, right?@p@c05Concept@n@c06""Gore""@c05 acquired!@p@a07"
"ec4ac","13C1C4","188","@c06あの富豪層長ってば、スプラッタは耐えられるのに@n格闘の血しぶきがダメってんだから…@nおかしな話だなぁ。@p@c00この人からは@c05「血みどろ」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06The Elite Class chief has no@nproblem with splatter sounds,@nbut can't stand the sight of@k@nblood in fighting games...@nWhat a strange thing.@p@c00I got the concept @c05""Gore""@c00 from@nthis person, right?@p"
"ec56c","13C1CC","110","@c13見たことの無いスピードの世界が最高っす！@p@c05コンセプトキーワード@n@c06「スピード」@c05を入手した！@p@a07","@c13A world of speed I've never seen@nbefore--it's the best!@p@c05Concept@n@c06""Speed""@c05 acquired!@p@a07"
"ec5dc","13C1D4","150","@c13ここだけの話、富豪層長ってさグルメなんだって！@n笑っちゃうよね！@p@c00この人からは@c05「スピード」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13Just between us, I heard the@nElite Class chief is a foodie!@nIsn't that hilarious?@p@c00I got the concept @c05""Speed""@c00 from@nthis person, right?@p"
"ec674","13C1DC","48","@c06ボクに勝てたら、ボクのアイデアをあげるよ。@p","@c06If you beat me, I'll give you my@nidea.@p"
"ec6a8","13C1E4","112","@c06ハラハラ、ドキドキがゲームには大事なんです！@p@c05コンセプトキーワード@n@c06「スリル」@c05を入手した！@p@a07","@c06Excitement and suspense are@nessential!@p@c05Concept@n@c06""Thrill""@c05 acquired!@p@a07"
"ec71c","13C1EC","138","@c06富豪層長ってば、@nメカものを嫌っているって話しですよ。@p@c00この人からは@c05「スリル」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06I heard the Elite Class chief@ndislikes mecha-related stuff.@p@c00I got the concept @c05""Thrill""@c00 from@nthis guy, right?@p"
"ec7a8","13C1F4","98","@c13オレ、死神って呼ばれてましたよ。@p@c05ターゲットキーワード@n@c06「死神」@c05を入手した！@p@a07","@c13People used to call me the@nGrim Reaper.@p@c05Concept@n@c06""Grim Reaper""@c05 acquired!@p@a07"
"ec80c","13C1FC","142","@c13いまさら、ターゲット層がサラリーマンってのも、@n平凡でしょ？@p@c00この人からは@c05「死神」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13At this point, targeting@nsalarymen as an audience is too@nordinary, right?@p@c00I got the concept @c05""Grim Reaper""@n@c00from this guy, right?@p"
"ec89c","13C204","56","@c06俺が狙っているターゲットが知りたいのか？@nふふふ…@p","@c06You want to now what target@naudience I'm aiming for?@pHeh heh heh...@p"
"ec8d8","13C20C","148","@c06ふふふ…@nやはり、ゲームは子供のものだよ。@n子供に受けなきゃ、ゲームじゃあない。@p@c05ターゲットキーワード@n@c06「小学生」@c05を入手した！@p@a07","@c06Heh heh heh...@nAfter all, games are for kids.@nIf it doesn't appeal to kids,@k@nit's not a real game.@p@c05Concept@n@c06""Grade Schooler""@c05 acquired!@p@a07"
"ec970","13C214","176","@c06富豪層長は、はっきりとしたターゲットを好む。@n逆にわけのわからないものは絶対に受け入れない。@p@c00この人からは@c05「小学生」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06The Elite Class chief likes@nclearly defined target@naudiences.@pHe won't accept anything vague@nor unclear.@p@c00I got the concept@n@c05""Grade Schooler""@c00 from this@nperson, right?@p"
"eca24","13C21C","62","@c13世の中の流行を見通す力が、お前にあるのか！@n試してやる！@p","@c13Do you have the ability to@nforesee the trends of the@nworld?!@pI'll put you to the test!@p"
"eca64","13C224","114","@c13この世の流行りは女の子が作るんだ！わかる！？@p@c05ターゲットキーワード@n@c06「女子高生」@c05を入手した！@p@a07","@c13Girls shape the trends of the@nworld!@nDo you understand?!@p@c05Concept@n@c06""Teenage Girls""@c05 acquired!@p@a07"
"ecad8","13C22C","200","@c13ユーザーに受け入れられるゲームは、世間の流れを@n読まなきゃならん。わけのわからないものは、@n富豪層長も好まないぞ。@p@c00この人からは@c05「女子高生」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13A game where users must follow@nsocietal trends.@pThe Elite Class chief won't like@nanything incomprehensible.@p@c00I got the concept@n@c05""Teenage Girls""@n@c00from this person, right...?@p"
"ecba4","13C234","172","@c06ゲームなんかやらないだろうって、最初から決めつ@nけるのは良くないな。隠れたマーケットかもしれな@nいんだぞ？@p@c05ターゲットキーワード@n@c06「老人」@c05を入手した！@p@a07","@c06It's not good to assume certain@npeople won't play games.@pIt could be an undiscovered@nmarket, you know?@p@c05Concept@n@c06""Elderly""@c05 acquired!@p@a07"
"ecc54","13C23C","54","@c06富豪層長って、@n年上が苦手だっていってたなぁ…。@p","@c06I remember hearing that the@nElite Class chief is bad with@nthe elderly...@p"
"ecc8c","13C240","76","@c00この人からは@c05「老人」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c00I got the concept @c05""Elderly""@n@c00from this person, right...?@p"
"eccdc","13C248","148","@c13会社の歯車になってしまう人にもヒーローになれる@n場所を提供すべきなんです！@p@c05ターゲットキーワード@n@c06「サラリーマン」@c05を入手した！@p@a07","@c13Even those mere cogs in the@ncorporate machine need an@nescape!@p@c05Concept@n@c06""Salaryman""@c05 acquired!@p@a07"
"ecd74","13C250","184","@c13疲れた体で、や○い系の男の子とか筋肉質の人を@n見てもねぇ…@n富豪層長もその趣味はないと思うし…@p@c00この人からは@c05「サラリーマン」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13After a long day at work...@nseeing ya*i boys and muscular@nmen...@pYeah, not appealing...@nI doubt the Elite Class chief is@ninto that, either...@p@c00I got the concept @c05""Salaryman""@n@c00from this guy, right...?@p"
"ece30","13C258","108","@c06やはり、安価でウマイのはコロッケかな。@p@c05コンセプトキーワード@n@c06「コロッケ」@c05を入手した！@p@a07","@c06Croquettes are the best for@ncheap 'n tasty food.@p@c05Concept@n@c06""Croquette""@c05 acquired!@p@a07"
"ecea0","13C260","152","@c06目先を変えたコンセプトだけど…@n富豪層長はついてきてくれるかなぁ…@p@c00この人からは@c05「コロッケ」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06It's a unique concept...@nBut will the chief accept it...@p@c00I got the concept @c05""Croquette""@n@c00from this person, right...?@p"
"ecf3c","13C268","62","@c06俺に勝てたら、考えているゲームシステムを@n教えてやろう！@p","@c06Beat me and I'll tell you the@ngame concept I'm thinking of!@p"
"ecf7c","13C270","160","@c06物語を追い、主人公がそれとともに@n成長・変化していく…@nこれほどよくできたシステムもあるまい。@p@c05ゲームキーワード@n@c06「ロープレ」@c05を入手した！@p@a07","@c06A story-driven journey where the@nhero evolves...@nThere's no better system.@p@c05Game concept@n@c06""RPG""@c05 acquired!@p@a07"
"ed020","13C278","152","@c06富豪層長はファンタジーや戦争ものを@n毛嫌いする傾向があるからなぁ…@p@c00この人からは@c05「ロープレ」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06The Elite Class chief tends to@ndislike fantasy and war-themed@ngames...@p@c00I got the concept @c05""RPG""@n@c00from this guy, right...?@p"
"ed0bc","13C280","160","@c13やはり、弾を撃つのがいいな。何も考えずにボタン@n一つとレバーだけで進めるのがいいんだよ。@p@c05ゲームキーワード@n@c06「シューティング」@c05を入手した！@p@a07","@c13Shmups are the best.@nI don't have to think, just one@nbutton and a lever to advance.@p@c05Game concept@n@c06""Shooting""@c05 acquired!@p@a07"
"ed160","13C288","164","@c13爽快感を得るにはシューティングが@n一番だと思うけど、ちょっと弱いかなぁ。@p@c00この人からは@c05「シューティング」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13Shooters offer the best thrill,@nbut maybe it's a bit weak on its@nown.@p@c00I got the concept @c05""Shooting""@n@c00from this guy, right...?@p"
"ed208","13C290","134","@c06ゲームに出てくるキャラに愛着を持てる人には絶対@nハマルって！コレは！@p@c05ゲームキーワード@n@c06「恋愛育成」@c05を入手した！@p@a07","@c06For people that grow attached to@nin-game characters, this genre@nis a must-play!@p@c05Game concept @n@c06""Romance Sim""@c05 acquired!@p@a07"
"ed290","13C298","162","@c06怪物を相手にした恋愛育成ものってどうかな？@n…富豪層長は嫌がりそうだけどね。@p@c00この人からは@c05「恋愛育成」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06How about a romance sim with@nmonsters?@pThe chief would probably hate@nit, though.@p@c00I got the concept @c05""Romance""@n@c00from this person, right...?@p"
"ed334","13C2A0","148","@c13必殺技とか出ると、一気に楽しくなるし、世界が広@nがるんだよね。対戦がまた、最高なんだ！@p@c05ゲームキーワード@n@c06「格闘」@c05を入手した！@p@a07","@c13When special moves are used,@nthe fun goes up!@pCompetitive play--it's the best!@p@c05Game concept@n@c06""Fighting""@c05 acquired!@p@a07"
"ed3cc","13C2A8","144","@c13富豪層長も変わってるよ。@nケンカの楽しさがわからないなんてさ。@p@c00この人からは@c05「格闘」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13The chief is really weird.@nNot seeing the fun in a good@nfight? C'mon.@p@c00I got the concept @c05""Fighting""@n@c00from this guy, right?@p"
"ed460","13C2B0","144","@c06競争って、本能だと思うのね。その本能に訴えかけ@nるゲームは一つしかないでしょ！？@p@c05ゲームキーワード@n@c06「レース」@c05を入手した！@p@a07","@c06Competition is instinct, right?@nAnd there's only one type of@ngame that satisfies!@p@c05Game concept@n@c06""Racing""@c05 acquired!@p@a07"
"ed4f4","13C2B8","166","@c06ここだけの話し、@n富豪層長はペーパードライバーだからさ、@n車の運転が苦手なんだよ。@p@c00この人からは@c05「レース」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06Just between us...@nThe chief is a backseat driver.@nHe's terrible at real driving.@p@c00I got the concept @c05""Racing""@n@c00from this person, right..?@p"
"ed59c","13C2C0","106","@c13ヌルヌルして捕まえにくいよな！ウナギって！@p@c05ゲームキーワード@n@c06「うなぎ」@c05を入手した！@p@a07","@c13They're so slippery and hard to@ncatch! Eels!@p@c05Concept@n@c06""Eels""@c05 acquired!@p@a07"
"ed608","13C2C8","108","@c13うまいよなー、「うなぎ」@p@c00この人からは@c05「うなぎ」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13Eel is delicious, right?@p@c00I got the concept @c05""Eels""@n@c00from this person, right...?@p"
"ed678","13C2D0","38","@c06おいらの世界観が理解できるかな？@p","@c06Can you even understand my@nworldview?@p"
"ed6a0","13C2D8","104","@c06今も昔も明後日も、宇宙はロマンなんだって！@p@c05世界観キーワード@n@c06「宇宙」@c05を入手した！@p@a07","@c06Past, present, or future--@nSpace is full of dreams!@p@c05World concept@n@c06""Space""@c05 acquired!@p@a07"
"ed70c","13C2E0","112","@c06戦争ものよりずっといいはずさ！@p@c00この人からは@c05「宇宙」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06It's better than war-themed@nstuff!@p@c00I got the concept @c05""Space""@n@c00from this guy, right?@p"
"ed780","13C2E8","98","@c13やっぱ、メキシコだよ！メキシコ！@p@c05世界観キーワード@n@c06「メキシコ」@c05を入手した！@p@a07","@c13It's gotta be Mexico!@nMexico!@p@c05World concept@n@c06""Mexico""@c05 acquired!@p@a07"
"ed7e4","13C2F0","126","@c13ファンタジーな世界よりも@nメキシコだよ！@p@c00この人からは@c05「メキシコ」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13Forget fantasy worlds--Mexico's@nwhere it's at!@p@c00I got the concept @c05""Mexico""@n@c00from this person, right...?@p"
"ed864","13C2F8","62","@c06オレが考えているゲームの舞台なんだが…@n理解できるかな？@p","@c06The setting for my game...@nCan you even understand it?@p"
"ed8a4","13C300","124","@c06日本文化をバカにしちゃいけねぇ。@n室町時代をバカにすんな！@p@c05世界観キーワード@n@c06「室町時代」@c05を入手した！@p@a07","@c06Don't underestimate Japanese@nculture.@nDon't diss the Muromachi period!@p@c05World concept@n@c06""Muromachi Period""@c05 acquired!@p@a07"
"ed924","13C308","136","@c06富豪層長は、ああみえても時代劇が@n好きだって噂だ。@p@c00この人からは@c05「室町時代」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06Despite how he comes across,@nI heard the chief is a fan of@nperiod dramas.@p@c00I got the concept@n@c05""Muromachi Period""@c00 from this@nguy, right?@p"
"ed9b0","13C310","100","@c06中世ヨーロッパか…いいなぁ…@p@c05世界観キーワード@n@c06「中世ヨーロッパ」@c05を入手した！@p@a07","@c06Medieval Europe...sounds nice...@p@c05World concept@n@c06""Medieval Europe""@c05 acquired!@p@a07"
"eda18","13C318","52","@c06血なまぐさい大戦モノより、@nずっと夢があるよ！@p","@c06It's got a dream-like appeal@nunlike those bloody war stories!@p"
"eda50","13C31C","86","@c00この人からは@c05「中世ヨーロッパ」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c00I got the concept@n@c05""Medieval Europe""@c00 from this@nperson, right...?@p"
"edaa8","13C324","104","@c06ミリタリーマニアの定番じゃないかな。@p@c05世界観キーワード@n@c06「第二次大戦」@c05を入手した！@p@a07","@c06Isn't this a staple for military@nenthusiasts?@p@c05World concept@n@c06""World War II""@c05 acquired!@p@a07"
"edb14","13C32C","160","@c06富豪層長は、マニアを極端に嫌ってるからなぁ…@n間違いだって言ってるのに…@p@c00この人からは@c05「第二次大戦」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06The chief despises military@nenthusiasts...@pDespite me telling him he's@nwrong...@p@c00I got the concept @c05""World War II""@n@c00from this guy, right?@p"
"edbb8","13C334","108","@c13合体と変形は男の憧れだ！絶対だって！@p@c05キャラクターキーワード@n@c06「ロボット」@c05を入手した！@p@a07","@c13Combining and transforming@nrobots are every man's dream!@p@c05Character concept@n@c06""Robot""@c05 acquired!@p@a07"
"edc28","13C33C","176","@c13…あからさまに美少女っていうとダメだから…@nいつか…女の子アンドロイドを目指すんだ、オレ。@p@c00この人からは@c05「ロボット」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13If I make a super pretty girl,@nit'll get rejected...@pSomeday, I'll create the@nultimate android girl!@p@c00I got the concept @c05""Robot""@n@c00from this guy, right?@p"
"edcdc","13C344","62","@c06オレのアイデアを聞いたら腰を抜かすぜ！@n耐えられるかな？@p","@c06My idea will blow you away!@nThink you can handle it?@p"
"edd1c","13C34C","136","@c06男心をかすり、女の子をがっちりキャッチの@n魔女っ娘がいいんだよ！@p@c05キャラクターキーワード@n@c06「魔女っ娘」@c05を入手した！@p@a07","@c06A magical girl concept is@nperfect, it scratches the itch@nfor girls and captures the @k@nhearts of boys!@p@c05Character concept@n@c06""Magical Girl""@c05 acquired!@p@a07"
"edda8","13C354","148","@c06同じ化け物扱いされるなら、@nかわいいほうがいいに決まっている。@p@c00この人からは@c05「魔女っ娘」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06If I'm going to be treated like@na freak, I'd rather be a cute@none.@p@c00I got the concept @c05""Magical Girl""@n@c00from this guy, right...?@p"
"ede40","13C35C","90","@c13マニアを毛嫌いしてるが…@nオレは富豪層長の好みを知ってるぜ！@n知りたければ、勝負だ！@p","@c13He hates hardcore fans, but I@nknow exactly what the chief@nlikes!@pIf you want to know, let's have@na match!@p"
"ede9c","13C364","138","@c13一部のマニアでは、@nメガネをかけるだけで評価が高くなるって話だ。@p@c05キャラクターキーワード@n@c06「メガネっ娘」@c05を入手した！@p@a07","@c13Some say that adding glasses@nautomatically boosts character@nappeal.@p@c05Character concept@n@c06""Glasses Girl""@c05 acquired!@p@a07"
"edf28","13C36C","142","@c13ただの美少女じゃ、ダメなんだよ。@n何か特徴がないとね。@p@c00この人からは@c05「メガネっ娘」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13Being pretty isn't enough.@nShe needs a defining trait.@p@c00I got the concept @c05""Glasses Girl""@n@c00from this guy, right...?@p"
"edfb8","13C374","130","@c06基本的に綺麗で可愛い女の子絵じゃないと、男には@n売れないな。@p@c05キャラクターキーワード@n@c06「美少女」@c05を入手した！@p@a07","@c06To sell to men, the female@ncharacters have to be beautiful,@nno exceptions.@p@c05Character concept@n@c06""Beautiful Girl""@c05 acquired!@p@a07"
"ee03c","13C37C","184","@c06富豪層長は、こっそりと萌えてるって噂だ。@n萌えてるものをごまかしきれば@nプレゼンのポイントは高いぜ。@p@c00この人からは@c05「美少女」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06Rumor is the chief secretly@nenjoys moe.@pIf you have some subtle moe@naspects, your pitch will score@nhighly.@p@c00I got the concept @c05""Beautiful@nGirl""@c00 from this guy, right?@p"
"ee0f8","13C384","130","@c13女性の中には耽美な世界と誤解する人も@n少なくないんだってな。@p@c05キャラクターキーワード@n@c06「美少年」@c05を入手した！@p@a07","@c13Some women mistake it for an@naesthetic, but hey, that's their@ninterpretation.@p@c05Character concept@n@c06""Beautiful Boy""@c05 acquired!@p@a07"
"ee17c","13C38C","116","@c13富豪層長の趣味に合えばいいなぁ…@p@c00この人からは@c05「美少年」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13I hope this aligns with the@nchief's taste...@p@c00I got the concept @c05""Beautiful@nBoy""@c00 from this guy, right?@p"
"ee1f4","13C394","114","@c06これからは筋肉だって。いや、コレ、ホント。@p@c05キャラクターキーワード@n@c06「マッチョ」@c05を入手した！@p@a07","@c06The future is all about muscles.@nNo joke.@p@c05Character concept@n@c06""Macho""@c05 acquired!@p@a07"
"ee268","13C39C","156","@c06富豪層長ぐらいになると、@nものぐさになって、@n体も鍛えないんだろうな。@p@c00この人からは@c05「マッチョ」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06By the time you reach the chief,@nyou'll probably get lazy and@nstop lifting.@p@c00I got the concept @c05""Macho""@n@c00from this person, right...?@p"
"ee308","13C3A4","106","@c13年を経た色香というのかな…いいよねぇ〜@p@c05キャラクターキーワード@n@c06「熟女」@c05を入手した！@p@a07","@c13There's something charming about@nexperience...it's irresistible!@p@c05Character concept@n@c06""Mature Woman""@c05 acquired!@p@a07"
"ee374","13C3AC","108","@c13年上の魅力にメロメロっす！@p@c00この人からは@c05「熟女」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c13I'm captivated by older women!@p@c00I got the concept @c05""Mature Woman""@n@c00from this guy, right?@p"
"ee3e4","13C3B4","108","@c06やっぱ人間はダメなんだよ。きっと。@p@c05キャラクターキーワード@n@c06「モンスター」@c05を入手した！@p@a07","@c06Humans don't cut it, I'm telling@nyou.@p@c05Character concept@n@c06""Monster""@c05 acquired!@p@a07"
"ee454","13C3BC","158","@c06富豪層長なんて…怪物みたいなもんじゃないか。@nあんな大金を動かしてさ…@p@c00この人からは@c05「モンスター」@c00のキーワードを@n教えてもらったんだっけ…。@p","@c06Isn't the chief basically a@nmonster?@pControlling that much money...@p@c00I got the concept @c05""Monster""@n@c00from this person, right...?@p"
"ee4f4","13C3C4","215","@b17011@c11なんじゃ？@nまだ、手にしてないアイデアを忘れてないかえ？@nこんなところでヒマをつぶせるのは、@p@c11われら上級クリエイターくらいのものじゃ。@nそなた、すでに上級クリエイターにでもなった@nつもりかや？@p@b1799","@b17011@c11What's this?@nHave you forgotten about the@nideas you're supposed to gather?@pOnly top developers have the@nluxury to waste time.@pOr do you consider yourself a@nsenior developer already?@p@b1799"
